"";"Astronomia";"Bitwa pod Grunwaldem";"Bitwa Warszawska";"Chrzest Polski";"Film dokumentalny";"Film fabularny";"Fryderyk Franciszek Chopin";"Horror na ekranie – co to za gatunek";"Ile jest planet i dlaczego";"Informatyka a coraz nowsze pojêcia informatyczne";"Informatyka bez z³udzeñ";"Johann Sebastian Bach";"Ksiezyc";"Ludwig van Beethoven";"Myœlenie komputacyjne";"Piêæ dekad - historia grafiki komputerowej";"Potop szwedzki";"Rodzaje i gatunki filmowe";"Slonce";"Wolfgang Amadeus Mozart"
"unsterbliche";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uosabiaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"upadek";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"upad³y";0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
"upalny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"upamiêtniaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uparty";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"upersonifikowaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"up³yn¹æ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"up³yw";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"upoiæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"upomnieæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uporczywy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uporz¹dkowaæ";0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;2;0;0
"upowa¿niæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"upowszechniaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"upowszechniæ";1;0;0;0;0;1;0;0;0;3;0;0;0;0;1;0;0;1;0;0
"upór";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"upragniony";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uprawa";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uprawiaæ";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uprawlenia";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uprowadziæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"uprzyjemniaæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uprzywilejowaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uprzywilejowanych”";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"upust";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"uran";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0
"urana";3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
"urania";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"urbain";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"urbaina";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"uregulowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"urlop";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"urna";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uroczystoœæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uroczysty";0;3;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"urodzenie";0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;1
"urodziæ";0;0;0;1;0;0;9;0;0;0;0;0;0;2;0;0;0;0;0;0
"urodziny";0;0;0;0;0;0;9;0;0;0;0;0;0;2;0;0;0;0;0;0
"urodzony";0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;1
"urok";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"uruchamiaæ";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
"uruchomiæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"urwaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"urz¹d";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"urz¹dzenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0
"urzeczona";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"urzeczywistniaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"urzêdnik";0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0
"usa";0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0
"usamodzielniæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"usilny";0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"usi³owaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0
"us³uga";0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0
"us³yszeæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"uspójniæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"usprawiedliwiaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"usprawniæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"usprawnienie";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
"ustabilizowaæ";0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"ustaæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ustalaj¹c";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ustaliæ";1;1;0;1;1;0;2;0;1;0;0;0;1;1;0;0;1;0;0;1
"ustanowiæ";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ustawiæ";0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0
"ust¹piæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"ustêpowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ustêpstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ustêpuj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"ustny";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"usun¹æ";0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0;0;0;0;1
"usuwaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"uszeregowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"uszguli";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uszlachetniæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uszu";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uszykowaæ";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uœmierciæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uœwiadczyæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"utah";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0
"utalentowany";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"uto¿samiaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"uto¿samiæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utraciæ";0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;2;0;0;0
"utrapienie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"utrata";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"utr¹ciæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"utrudniaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0
"utrwalaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
"utrwaliæ";1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"utrzymaæ";0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
"utrzymuj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"utrzymywaæ";0;0;0;0;0;0;0;1;0;0;0;3;0;2;0;0;2;0;1;0
"utwierdzaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"utworzyæ";0;0;2;0;0;0;0;0;0;1;3;1;1;0;0;0;0;0;2;0
"utwór";0;0;0;0;0;1;0;0;0;0;0;9;0;4;0;0;0;7;0;6
"uwaga";0;3;1;0;5;0;2;2;1;12;3;0;1;0;0;0;0;2;0;0
"uwagêna";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"uwagi”";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwalniaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0
"uwalniaj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwarunkowaæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwa¿aæ";2;1;0;2;0;0;1;0;2;1;0;1;6;3;2;0;0;1;1;1
"uwa¿ny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwertura";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uwielbiaæ";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
"uwieñczyæ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uwierzyæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwiêziæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"uwiêzionej";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"uwik³aæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"uwodziciel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"uwodzicielski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"uwolniæ";0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0
"uwypuklaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"uwypukliæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwzglêdniaæ";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"uwzglêdniæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwznioœlaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwznioœliæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzale¿niaæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzasadniaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"uzasadniæ";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"uzasadnienie";0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"uzbrojenie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzdolnienie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"uzdolniony";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"uzdrowisko";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"uzgodniæ";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"uznaæ";3;2;0;0;2;0;2;0;2;1;0;0;0;0;0;0;2;0;0;0
"uznaj¹c";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uznanie";0;0;0;0;1;0;0;0;0;5;0;1;1;1;0;1;0;0;0;1
"uznawaæ";1;0;1;0;4;1;1;0;1;2;0;1;0;1;0;0;1;0;1;2
"uzupe³niaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzupe³niaj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzupe³niæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"uzyskaæ";0;1;2;2;0;0;0;0;1;5;0;0;1;2;0;0;0;1;1;1
"uzyskiwaæ";0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uzyskuj¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"u¿ycie";1;0;0;0;1;0;1;0;0;9;0;0;1;0;0;2;1;0;0;0
"u¿yæ";1;0;1;0;3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0
"u¿yte";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"u¿yteczny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"u¿ytek";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"u¿ytkowaæ";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"u¿ytkownik";0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;2;0;0;0;0
"u¿ytkownikaw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"u¿ytych";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"u¿ywaæ";0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;1;1;2;2;3
"van";0;0;0;0;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0
"vanderbeek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"vegreville";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"verrier";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"verriera";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"versa";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"verum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"vesty";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"vice";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"vigo";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"villa";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"viscontiego";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vittoria";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"von";1;8;0;0;0;0;0;0;0;0;0;1;0;10;0;0;3;0;0;4
"voyager";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"wachlarz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"wac³awa";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"wadleigha";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"waga";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"wahaæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wakacje";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0
"walc";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walczyæ";0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"walczyæ”";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"waldecka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"waldstein";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"waleczny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"walewska";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"walk";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"walka";0;5;4;1;1;0;1;0;0;0;2;0;0;0;0;0;16;1;0;0
"walki”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"walny";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walor";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walsh";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"walsha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"walta";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"walter";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"waltera";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wampir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0
"wampirów”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"wan";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"wapienny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wapñ";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"war";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"wariacja";0;0;0;0;0;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0
"wariant";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"wark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"warka";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"war³amowa";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warmii";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warmiñski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"warnock";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"warnocka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"warowny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"warrenów";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"warstwa";0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;34;0
"warszawa";1;0;28;0;1;0;5;0;0;0;3;0;0;0;0;0;22;0;0;0
"warszawabrzeœæ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warszawawis³a";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warszawskaa";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warszawsk¹”";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warszawski";0;0;16;0;0;0;6;0;0;0;2;0;0;0;1;0;0;0;0;0
"warszawski”";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"warszawskim”";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"warszawynazwa";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warsztatowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wart";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"warte";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"warto";0;0;0;0;0;0;1;0;2;1;2;0;0;0;0;0;0;4;0;0
"wartoœæ";1;1;0;0;0;0;0;1;0;1;3;1;1;1;0;0;1;0;2;0
"warunek";0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
"warunki";0;0;0;0;0;0;2;1;1;3;2;2;2;1;1;0;1;0;2;0
"warunkiw";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"warunkowaæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"watching";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"water";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"watt";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wawel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wawruch";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"wawrucha";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"wayne’a";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"waza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wazowie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wazów";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"wa¿niejszy";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wa¿ny";2;0;0;4;0;0;2;0;0;0;0;2;1;2;1;0;0;0;1;1
"w¹ski";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"w¹tek";0;0;0;0;1;6;0;1;0;0;1;0;0;1;0;0;0;0;0;1
"w¹tkowy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"w¹tpiæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"w¹tpliwoœæ";0;0;0;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0
"w¹tpliwy";0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0
"w¹troba";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"wbiæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wbrew";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"wcale";0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;2;0
"wch³on¹æ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wchodziæ";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"wci¹gn¹æ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wci¹gniony";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wci¹¿";0;0;0;0;0;1;0;1;1;0;0;0;2;1;0;0;0;3;1;0
"wcielaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"wcieliæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wczesnonaukowej";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wczesny";3;0;0;0;0;1;3;0;0;0;0;4;1;1;0;0;0;0;1;2
"wczeœniej";0;0;1;0;0;0;5;0;3;1;0;1;0;1;0;0;4;0;2;2
"wczeœniejszy";0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;0;1
"wczoraj";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wdaæ";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"wdowa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"wdra¿aæ";0;0;0;1;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0
"wdro¿enie";0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
"wdro¿eniowy";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"wdziêk";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"weber";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
"wedle";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"wed³ug";4;1;0;3;1;0;4;0;0;6;0;2;4;5;0;0;1;2;1;0
"wegelera";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"weimar";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"weimarski";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"weimarze";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"weisenhaus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wejrzeæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wejœcie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
"wejœæ";0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"wektor";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
"wektorowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"wektoryzacji";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"welawie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"welawskobydgoskie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"wellesa";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"welon";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wenecji";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"wenus";2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"werbunek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"were";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"werner";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
