"";"Astronomia";"Bitwa pod Grunwaldem";"Bitwa Warszawska";"Chrzest Polski";"Film dokumentalny";"Film fabularny";"Fryderyk Franciszek Chopin";"Horror na ekranie – co to za gatunek";"Ile jest planet i dlaczego";"Informatyka a coraz nowsze pojêcia informatyczne";"Informatyka bez z³udzeñ";"Johann Sebastian Bach";"Ksiezyc";"Ludwig van Beethoven";"Myœlenie komputacyjne";"Piêæ dekad - historia grafiki komputerowej";"Potop szwedzki";"Rodzaje i gatunki filmowe";"Slonce";"Wolfgang Amadeus Mozart"
"trafiæ";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"trafnoœæ";0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
"trafny";0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0
"tragicus";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"tragiczny";0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1
"tragizm";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trakt";0;1;0;0;1;0;0;0;0;0;1;1;2;0;1;0;1;0;0;2
"traktat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
"traktowaæ";0;0;0;0;0;0;0;0;0;4;0;1;0;0;1;0;0;0;1;0
"tramwajarzyamatorów";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"transformacja";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"transient";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"transmisja";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"transport";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0
"trawestuj¹c";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"trawy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tr¹ba";0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"tr¹bka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"trb";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"trembowl¹";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"trener";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"trening";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"treœæ";0;0;0;1;1;0;4;0;0;1;1;0;0;0;0;0;0;2;0;0
"trêbacz";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"trio";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1
"triosonaty";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"triumf";0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"triumfalny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"trochê";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
"trocki";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"troficzny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"troktolit";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"tron";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0
"trop";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"troska";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"troskolañski";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"trotyl";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"trójka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"trójwymiarowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
"trud";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"trudno";0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;2;0;0;1;0
"trudnoœæ";0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0
"trudny";0;1;0;0;1;0;1;0;0;1;4;0;0;1;1;1;1;0;0;1
"trw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"trwaæ";1;5;0;3;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
"trwa³a";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"trwa³y";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"trwoniæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"tryb";0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1
"tryba";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"trylogia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"trzech";0;0;0;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
"trzeci";0;1;0;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;2
"trzeciey";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzewik";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzêsienie";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"trzy";1;1;4;1;1;0;0;1;2;0;0;0;1;3;0;0;1;0;1;3
"trzydniowy";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"trzydziestokrotnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"trzydziestoletni";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"trzydziesty";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzydzieœci";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzygodzinny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzykrotny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"trzymaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"trzymiesiêczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"trzynastowieczny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzynaœciorga";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"trzystumetrowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tsai";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tuchaczewskiego";0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tucholski";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tucznem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tudora";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"tudziez";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tudzie¿";0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tumski";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tuong";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"turbulencja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"turbulentny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"turcji";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"turcy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"turinga";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"turowo";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tutaj";0;0;0;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0
"tutejszy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"tutte";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"tutte”";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"tu¿";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"twardy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twarz";0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"twego";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twierdza";0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0
"twierdzenie";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"twierdziæ";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"twist";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"twojej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twojem";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"twojemu";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tworz¹c";0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;5;0
"tworz¹ca";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
"tworzyæ";0;1;1;1;2;1;0;2;2;16;0;0;0;2;2;22;0;4;4;0
"tworzywo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"twór";0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0
"twórca";7;0;1;0;6;0;0;3;0;0;0;1;1;1;0;3;0;6;0;3
"twórcêjednak¿e";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"twórczej”";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"twórczoœæ";0;0;0;0;2;0;1;0;0;0;0;2;0;3;0;0;0;1;0;3
"twórczy";0;0;0;0;2;0;0;0;0;3;2;2;0;2;0;0;0;1;0;0
"tycho";1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"tych¿e";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"tydzieñ";0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"tygodni";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tygodnia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tygodniach";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"tygodnie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"tygodnik";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"tygodniowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"tykocinie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tyle";0;3;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
"tylny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ty³";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ty³y";0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tymczasem";0;2;0;0;1;0;2;0;1;1;0;0;0;1;0;0;1;0;0;0
"tymofieja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tymoteusza";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tynianowa";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"typ";0;0;0;0;2;0;0;0;6;1;4;0;1;0;1;4;0;0;3;1
"typowy";0;0;0;0;0;0;0;1;3;1;0;0;0;1;0;0;0;5;0;2
"tysi¹c";2;4;0;1;0;0;1;0;2;0;0;1;0;2;0;0;6;0;1;0
"tysiêczna";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tysiêczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tyszkiewicz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tyszowcach";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tyszowiecki";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"tytan";0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"tytulatura";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"tytu³";1;0;0;0;0;0;1;3;1;0;0;1;0;0;0;1;1;5;0;1
"tytu³owy";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"tzn";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"uaktywniaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ubezpieczaj¹c";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ubezpieczenie";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ubieg³y";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"ubogi";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1
"ubóstwiæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ucha";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uchodziæ";3;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uchwyciæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uchwyciwszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uchybiaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uchybiæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uciec";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ucieczka";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uciekaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"uczciæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uczciwy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uczelnia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
"uczelniany";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"uczenie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uczeñ";0;0;0;0;0;0;1;0;1;1;1;4;0;1;23;0;0;0;0;0
"uczestnicz¹c";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"uczestniczyæ";0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uczestnik";0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
"uczêszczaæ";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"uczniowski";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uczona";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uczony";3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
"uczta";0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uczucie";0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0
"uczuciowy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uczuæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"uczyæ";0;0;0;0;0;0;1;0;0;2;0;1;0;0;1;0;0;0;0;1
"uczyniæ";0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;2;0;0;0
"udaæ";0;3;1;0;0;0;0;0;1;0;0;0;0;2;0;2;8;0;0;3
"uda³y";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"udany";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1
"udaremniæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"udawaæ";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uderzaj¹cy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"uderzenie";0;2;5;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0
"uderzeniowy";0;1;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0
"uderzyæ";0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"udokumentowaæ";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"udolny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"udoskonaliæ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"udostêpniaæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0
"udostêpniaj¹c";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"udostêpnianamagazynowanaprzechowywanaprzekazywana";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"udowodniæ";1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"udzia³";0;2;2;0;0;1;1;1;0;1;0;0;0;2;1;0;3;0;0;1
"udzielaæ";0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"udzieliæ";0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
"ufnoœæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uformowaæ";0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0
"ufortyfikowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"ufundowaæ";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"ugasiæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ugoda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ugruntowaæ";0;0;1;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
"ugruntowywaæ";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ugrupowanie";0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uhonorowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ujarzmiæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ujawniaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
"ujawniæ";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uj¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"ujêcie";1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
"ujmowaæ";0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0
"ujrzeæ";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"ujœcie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"ujœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ukaraæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ukazaæ";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ukazuj¹c";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ukazywaæ";0;0;0;0;4;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
"ukierunkowaæ";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"uk³ad";8;0;0;0;0;0;0;0;28;0;0;0;7;0;0;1;1;1;12;0
"uk³adaæ";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"ukochana";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"ukochane";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"ukoñczyæ";0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;3;0;0;0;1
"ukraina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ukrainy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ukraiñski";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"ukryæ";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"ukrywaæ";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ukszta³towaæ";0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0
"ukuæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"ulecieæ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"ulegaæ";0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"uleg³y";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ulegn¹æ";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"ulepszacz";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"ulepszyæ";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"ulewa";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"ulica";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"uliczka";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uliczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"ulnowa";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ulokowaæ";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"ulryk";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ulryk”";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ultrafiolet";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"ul¿yæ";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"u³amek";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"u³atwiaæ";1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
"u³atwiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"u³o¿yæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"u³ug";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umberto";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umiar";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"umiarkowany";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"umieæ";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"umiejêtnoœæ";0;0;0;0;0;0;1;0;0;6;2;0;0;0;6;0;0;0;0;0
"umiejêtny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"umiejscowiæ";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umieraæ";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umieszczaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"umieœciæ";1;1;1;0;0;0;2;0;1;0;0;1;1;0;0;1;0;1;0;0
"umi³owaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"umocniæ";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umocnienie";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"umotywowaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"umowa";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"umo¿liwiaæ";0;0;0;1;0;0;0;0;0;2;0;0;0;0;2;6;0;1;0;0
"umo¿liwiæ";2;1;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0
"umówiæ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"umrzeæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"umys³";0;0;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0
"une";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"unfriended";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"unia";0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"unicki";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"unicode";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"uniemo¿liwiæ";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"unieruchomienie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"unieœmiertelniæ";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"unikaæ";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"unikaj¹c";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"unikatowy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"unikn¹æ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"university";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uniwersalnoœæ";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"uniwersalny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"uniwersa³";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"uniwersytecki";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"uniwersytet";1;0;0;0;0;0;0;0;0;1;1;1;0;0;2;10;0;0;0;0
"unosiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
